yesno_label	question	ideal_answer
1	Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?	Phospholamban (PLB) is a 24- to 27-kDa phosphoprotein that modulates activity of the sarco(endo)plasmic reticulum Ca2+ ATPase (SERCA). Expression of PLB is reportedly limited to cardiac, slow-twitch skeletal and smooth muscle in which PLB is an important regulator of [Ca2+]i and contractility in these muscles.The membrane protein complex between the sarcoplasmic reticulum Ca(2+)-ATPase (SERCA) and phospholamban (PLN) controls Ca(2+) transport in cardiomyocytes, thereby modulating cardiac contractility. β-Adrenergic-stimulated phosphorylation of PLN at Ser-16 enhances SERCA activity via an unknown mechanism.
1	Are ACTA1 (alpha actin) and NEB (nebulin) genes related to nemaline myopathy?	most nemaline myopathy patients have mutations in the nebulin (NEB) or skeletal muscle alpha-actin (ACTA1) genes.
1	Is actin present in the nucleus?	The revitalization of research into nuclear actin occurred after it was found that cellular stresses induce the nuclear localization and alter the structure of actin.
1	Is there any role of Dlx1 and Dlx2 transcription factors in cortical interneurons?	DLX2 directly drives Gad1, Gad2, and Vgat expression, and mutants have reduced mIPSC amplitude. In addition, the mutants formed fewer GABAergic synapses on excitatory neurons and have reduced mIPSC frequency. Furthermore, Dlx1/2 CKO have hypoplastic dendrites, fewer excitatory synapses, and reduced excitatory input.
1	Is the Wnt protein modified by notum?	Notum deacylates Wnt proteins to suppress signalling activity.
1	Is c-myc subject to regulation by the circadian clock?	the expression of c-myc is regulated by the circadian clock protein Per2.
1	Is there a relationship between thyroid hormone altered metabolism and coronary artery disease?	The major part of the studies and metaanalysis data show that hypothyroidism, both primary and secondary forms, is associated with higher incidence and severity of coronary artery disease.
1	Do orphan and gene related CpG islands follow power-law-like distributions?	Orphan and gene related CpG Islands follow power-law-like distributions in several genomes. The observed distributional pattern is independent of the analogous pattern that protein coding segments were reported to follow.
1	Can GDF15 be a biomarker for metformin treatment?	GDF15 levels are a biomarker for the use of metformin in people with dysglycemia, and its concentration reflects the dose of metformin.
0	Have studies shown that there is no link between DNA methylation patterns and Post Traumatic Stress Disorder?	Studies do show a correlation of PTSD-related accelerated aging in DNA methylation patterns.
1	Is ocrelizumab effective for treatment of multiple sclerosis?	ocrelizumab is effective for primary progressive form of multiple sclerosis.
1	Do lincRNAs play a role in human cancer?	Long non-coding RNAs (lncRNAs) are pervasively transcribed in the genome and are emerging as new players in tumorigenesis due to their various functions in transcriptional, posttranscriptional and epigenetic mechanisms of gene regulation. The best-studied examples include HOTAIR, a negative prognostic factor that exhibits pro-oncogenic activity in a variety of human cancers, CRNDE the gene symbol for Colorectal Neoplasia Differentially Expressed (non-protein-coding), a long non-coding RNA (lncRNA) gene that expresses multiple splice variants and displays a very tissue-specific pattern of expression and ANRIL, a lincRNA that is required for the PRC2 recruitment to and silencing of p15(INK4B) tumor suppressor gene.
0	Are there any specific antidotes for dabigatran?	specific antidote currently exists for dabigatran
1	Is the gene SLC6A2 associated with orthostatic intolerance?	variants of the SLC6A2 (or NET) gene are associated with orthostatic intolerance.
1	Is the protein β1-integrin recycled?	the β1-integrin is recycled.
0	Is the PINES framework being used for the prediction of coding variants?	PINES (Phenotype-Informed Noncoding Element Scoring) predicts the functional impact of noncoding variants by integrating epigenetic annotations in a phenotype-dependent manner. PINES enables analyses to be customized towards genomic annotations from cell types of the highest relevance given the phenotype of interest.
1	Can Levoxyl (levothyroxine sodium) cause insomnia?	Levoxyl monotherapy is associated with increased insomnia compared to a combination of levothyroxine and liothyronine.
1	Does SCRIB deregulation promote cancer?	deregulation of scribble promotes cancer.
1	Can acupuncture cause spinal epidural hematoma?	acupuncture can cause spinal epidural hematoma.
1	Is Netrin-1 a secreted protein?	netrin-1 is a secreted protein.
1	Is Annexin V an apoptotic marker?	annexin V is an early apoptotic marker.
1	Are there any Decision support systems for chronic pain management ?	there is a variety of decision support systems for chronic pain management.
0	Does HER2 under-expression lead to favorable response to trastuzumab?	trastuzumab is effective only in cancers where Her2 is over-expessed.
1	Is clathrin involved in E-cadherin endocytosis?	E-cadherin is a central component of the adherens junction in epithelial cells and continuously undergoes endocytosis via clathrin-coated vesicles and/or caveolae depending on the cell type.
0	Is lithium effective for treatment of amyotrophic lateral sclerosis?	lithium is not effective for treatment of amyotrophic lateral sclerosis.
0	Is paramyxovirus involved in human subacute thyroiditis?	There is no evidence that paramyxovirus are involved in etiology of subacute thyroiditis.
1	Is transcapillary  albumin escape altered in diabetic patients?	An altered TERalb is present in type 2 diabetic patients, both with normal and altered patterns of AER. TERalb is increased also in normo-albuminuric type 1 diabetic patients.
1	Is Bladder training an effective method to treat  urge incontinence ?	Bladder training is a simple, safe, and effective treatment in the management of mild to moderate forms of urinary incontinence in outpatient populations. It can be used as a first-line treatment or in combination with such other interventions as pelvic muscle exercises, bladder pressure biofeedback, electrical stimulation, and drug therapy. Quoted results vary from 26 to 90% . Patients with sensory urgency appeared to do better than those with detrusor instability and it is suggested that bladder training may be indicated as primary treatment in sensory urgency.
1	Is Rheumatoid Arthritis related to myopathy?	Vacuolar myopathy and statin-induced myopathy have been reported in rheumatoid arthritis patients, but this association may be due to the anti-malarial treatment received. An increased prevalence of neurogenic but not myogenic changes in patients with RA compared with controls has been reported.
1	Is PUVA therapy indicated for eczema treatment?	PUVA (psoralen plus UVA) therapy is effective for eczema treatment and has relatively few side effects.
1	Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?	MicroRNA-21 (miR-21) is a highly expressed microRNA (miRNA) in cardiovascular system. Recent studies have revealed that its expression is deregulated in heart and vasculature under cardiovascular disease conditions such as proliferative vascular disease, cardiac hypertrophy and heart failure, and ischemic heart disease. miR-21 is found to play important roles in vascular smooth muscle cell proliferation and apoptosis, cardiac cell growth and death, and cardiac fibroblast functions. Accordingly, miR-21 is proven to be involved in the pathogenesis of the above-mentioned cardiovascular diseases as demonstrated by both loss-of-function and gain-of-function approaches
